dc9ce183cff3764947da33e96ba0943c,1776,1080,1422241413037,913871896,907.0,1228.0,0.33333334,0.58750004,913872012,899.0,1228.0,0.33333334,0.6,913872416,598.0,698.0,0.40000004,0.6625,913872532,598.0,697.0,0.40000004,0.6375,913872651,564.0,675.0,0.33333334,0.6375,913872751,564.0,675.0,0.33333334,0.6375,913873120,586.0,1598.0,0.33333334,0.6,913873203,586.0,1596.0,0.26666668,0.58750004,913873649,310.0,1213.0,0.40000004,0.65000004,913873749,307.0,1213.0,0.33333334,0.625,913874018,264.0,618.0,0.4666667,0.71250004,913874101,264.0,617.0,0.33333334,0.58750004,913874614,869.0,1483.0,0.33333334,0.58750004,913874680,869.0,1483.0,0.33333334,0.58750004
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422266467105,931213821,872.0,1203.0,0.40000004,0.6875,931213921,872.0,1201.0,0.40000004,0.6875,931214341,577.0,700.0,0.4666667,0.7375,931214408,574.0,699.0,0.40000004,0.71250004,931214568,532.0,704.0,0.40000004,0.675,931214601,532.0,704.0,0.40000004,0.675,931215038,582.0,1545.0,0.33333334,0.625,931215121,579.0,1545.0,0.33333334,0.6375,931215357,271.0,1303.0,0.4666667,0.7625,931215440,270.0,1299.0,0.40000004,0.71250004,931215760,329.0,554.0,0.4666667,0.725,931215860,307.0,566.0,0.4666667,0.7375,931216431,886.0,1585.0,0.33333334,0.625,931216506,886.0,1584.0,0.33333334,0.6375
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422275480859,934812966,892.0,1234.0,0.33333334,0.6125,934813058,890.0,1234.0,0.33333334,0.625,934813327,597.0,609.0,0.4666667,0.7625,934813443,597.0,607.0,0.40000004,0.675,934813519,561.0,645.0,0.4666667,0.75,934813602,561.0,645.0,0.4666667,0.75,934813880,532.0,1544.0,0.40000004,0.6625,934813955,532.0,1544.0,0.40000004,0.6625,934814157,289.0,1242.0,0.4666667,0.725,934814248,285.0,1235.0,0.33333334,0.5625,934814442,273.0,683.0,0.53333336,0.825,934814525,272.0,680.0,0.40000004,0.6875,934814869,885.0,1556.0,0.40000004,0.65000004,934814944,897.0,1553.0,0.33333334,0.625
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422290990267,938078230,876.0,1213.0,0.40000004,0.65000004,938078330,866.0,1213.0,0.33333334,0.65000004,938078615,575.0,642.0,0.40000004,0.71250004,938078715,568.0,640.0,0.40000004,0.675,938078858,552.0,613.0,0.4666667,0.725,938078916,552.0,613.0,0.4666667,0.725,938079168,543.0,1547.0,0.4666667,0.7,938079235,542.0,1546.0,0.40000004,0.65000004,938079386,293.0,1230.0,0.4666667,0.75,938079469,292.0,1230.0,0.40000004,0.71250004,938079663,253.0,670.0,0.53333336,0.8,938079738,250.0,670.0,0.40000004,0.71250004,938080040,946.0,1552.0,0.40000004,0.7,938080115,957.0,1552.0,0.33333334,0.5125
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422304824776,939573813,869.0,1271.0,0.33333334,0.58750004,939573879,869.0,1271.0,0.33333334,0.58750004,939574441,521.0,647.0,0.40000004,0.675,939574566,528.0,636.0,0.33333334,0.4875,939574625,577.0,624.0,0.40000004,0.6625,939574725,576.0,623.0,0.33333334,0.625,939575061,576.0,1577.0,0.33333334,0.6375,939575178,567.0,1556.0,0.33333334,0.55,939575455,303.0,1271.0,0.40000004,0.6875,939575563,300.0,1261.0,0.33333334,0.625,939575849,307.0,598.0,0.4666667,0.725,939575965,297.0,603.0,0.40000004,0.675,939576410,843.0,1529.0,0.33333334,0.6125,939576485,843.0,1527.0,0.26666668,0.475
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422306226578,940041619,854.0,1198.0,0.4666667,0.7,940041702,851.0,1198.0,0.40000004,0.7,940041945,607.0,737.0,0.4666667,0.7625,940042011,603.0,735.0,0.40000004,0.725,940042163,600.0,677.0,0.4666667,0.71250004,940042245,601.0,676.0,0.40000004,0.65000004,940042572,589.0,1534.0,0.40000004,0.7,940042655,587.0,1534.0,0.33333334,0.6125,940042890,300.0,1243.0,0.4666667,0.7625,940042948,298.0,1241.0,0.40000004,0.675,940043166,250.0,604.0,0.53333336,0.83750004,940043241,251.0,603.0,0.4666667,0.7375,940043626,916.0,1556.0,0.40000004,0.6875,940043717,896.0,1554.0,0.40000004,0.6625
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422312334540,941323863,880.0,1239.0,0.40000004,0.6625,941323937,881.0,1239.0,0.40000004,0.6375,941324215,549.0,609.0,0.4666667,0.7375,941324273,549.0,609.0,0.4666667,0.7375,941324383,551.0,652.0,0.4666667,0.75,941324466,551.0,652.0,0.4666667,0.75,941324727,596.0,1565.0,0.40000004,0.6875,941324827,596.0,1562.0,0.40000004,0.65000004,941325088,285.0,1143.0,0.4666667,0.7375,941325163,285.0,1143.0,0.4666667,0.7375,941325475,298.0,601.0,0.53333336,0.8125,941325550,290.0,596.0,0.4666667,0.7375,941325920,937.0,1619.0,0.40000004,0.6875,941326003,942.0,1619.0,0.40000004,0.65000004
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422364326605,971963344,851.0,1205.0,0.40000004,0.6875,971963427,845.0,1199.0,0.40000004,0.6625,971963738,538.0,652.0,0.40000004,0.6875,971963771,538.0,652.0,0.40000004,0.6875,971963931,547.0,671.0,0.4666667,0.7375,971963997,547.0,668.0,0.40000004,0.725,971964333,574.0,1497.0,0.40000004,0.6875,971964408,571.0,1496.0,0.33333334,0.675,971964610,284.0,1279.0,0.4666667,0.7625,971964685,277.0,1271.0,0.40000004,0.7375,971964979,322.0,579.0,0.53333336,0.8125,971965053,317.0,577.0,0.4666667,0.7625,971965423,830.0,1477.0,0.40000004,0.675,971965481,831.0,1477.0,0.40000004,0.675
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422385653056,977616113,854.0,1185.0,0.33333334,0.65000004,977616212,844.0,1187.0,0.33333334,0.575,977616440,599.0,568.0,0.4666667,0.7375,977616523,600.0,568.0,0.40000004,0.6625,977616633,573.0,604.0,0.4666667,0.71250004,977616707,573.0,604.0,0.4666667,0.71250004,977616976,577.0,1465.0,0.40000004,0.6625,977617060,576.0,1465.0,0.33333334,0.6125,977617253,242.0,1171.0,0.4666667,0.725,977617328,239.0,1171.0,0.40000004,0.675,977617572,250.0,642.0,0.53333336,0.8,977617638,246.0,638.0,0.40000004,0.675,977618050,887.0,1542.0,0.33333334,0.6,977618099,887.0,1542.0,0.33333334,0.6
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422403741571,979076533,813.0,1203.0,0.26666668,0.575,979076616,810.0,1202.0,0.26666668,0.5625,979076910,552.0,678.0,0.4666667,0.7,979077018,550.0,674.0,0.40000004,0.5625,979077094,523.0,718.0,0.40000004,0.6875,979077186,531.0,714.0,0.33333334,0.6125,979077496,562.0,1530.0,0.26666668,0.58750004,979077546,561.0,1529.0,0.26666668,0.5625,979077773,306.0,1243.0,0.40000004,0.675,979077872,301.0,1242.0,0.33333334,0.625,979078082,282.0,618.0,0.4666667,0.71250004,979078174,273.0,608.0,0.40000004,0.65000004,979078509,847.0,1560.0,0.33333334,0.58750004,979078609,848.0,1559.0,0.26666668,0.58750004
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422447681400,1003524066,868.0,1284.0,0.40000004,0.6875,1003524157,867.0,1281.0,0.40000004,0.675,1003524594,618.0,660.0,0.4666667,0.7375,1003524702,611.0,674.0,0.4666667,0.7375,1003524820,604.0,649.0,0.4666667,0.725,1003524886,602.0,647.0,0.40000004,0.7,1003525206,576.0,1555.0,0.40000004,0.7,1003525314,574.0,1552.0,0.40000004,0.6875,1003525516,310.0,1272.0,0.4666667,0.77500004,1003525608,301.0,1272.0,0.4666667,0.7625,1003525852,345.0,583.0,0.53333336,0.8125,1003525943,334.0,583.0,0.4666667,0.8125,1003526363,836.0,1514.0,0.40000004,0.6625,1003526446,837.0,1514.0,0.40000004,0.675
dc9ce183cff3764947da33e96ba0943c,1776,1080,1422458648211,1014490635,845.0,1167.0,0.40000004,0.65000004,1014490718,839.0,1172.0,0.40000004,0.6625,1014490978,533.0,608.0,0.53333336,0.8,1014491061,531.0,615.0,0.40000004,0.7,1014491155,533.0,634.0,0.53333336,0.7875,1014491221,533.0,634.0,0.53333336,0.7875,1014491465,570.0,1521.0,0.40000004,0.71250004,1014491539,568.0,1519.0,0.33333334,0.6375,1014491699,259.0,1248.0,0.53333336,0.8,1014491782,256.0,1248.0,0.40000004,0.71250004,1014491985,289.0,670.0,0.53333336,0.8125,1014492051,277.0,671.0,0.4666667,0.75,1014492437,908.0,1574.0,0.40000004,0.675,1014492495,908.0,1573.0,0.33333334,0.6375
